Date,Province,District,Rainfall_mm,Temp_Max_C,Temp_Min_C,Humidity_pct,Evapotranspiration_mm,WindSpeed_mps,SolarRadiation_Wm2,SoilMoisture_pct,NDVI,SPI,SPEI,PDSI,DroughtSeverity
03/05/2020,Lusaka,Lusaka,0.9,30.7,25.4,68.9,3.6,4.4,221,36.7,0.6,2.38,2.58,2.95,No drought
04/05/2020,Southern,Magoye,2.2,31.2,25.9,72.5,6.2,1.1,213.1,21.2,0.42,0.67,0.47,0.78,No drought
05/05/2020,Copperbelt,Ndola,10,29.5,18.3,65.8,6.7,4.1,239.5,35.6,0.53,0.94,0.98,-0.3,No drought
06/05/2020,Muchinga,Isoka,11.5,30.4,25.3,53.3,6.2,4.1,222.7,13.4,0.6,-0.79,-0.49,-0.74,Moderate
07/05/2020,Southern,Choma,29,28.8,21.5,54.2,6.6,4,252.5,36.7,0.31,-0.22,-0.15,-0.33,No drought
08/05/2020,North-Western,Zambezi,0.6,23.8,12.4,71.2,4.1,4.9,240.7,14.7,0.39,0.36,0.53,1.08,No drought
09/05/2020,Luapula,Mansa,2.5,30.3,20.5,60,6.9,3.7,185.4,22.1,0.56,-2.4,-2.67,-2.06,Severe
10/05/2020,Lusaka,Chongwe,9.4,34.1,26.9,47.5,3.8,2.6,192.5,10.5,0.47,-3.52,-3.56,-4.29,Severe
11/05/2020,Southern,Choma,12.7,25.4,17.3,87.1,5.9,3.2,236.8,20.4,0.53,-1.07,-1.51,-0.96,Severe
12/05/2020,Western,Senanga,0.4,31.6,22.6,65.8,4.7,4.9,224.5,30.1,0.59,-3.49,-3.82,-3.14,Severe
13/05/2020,Northern,Kasama,34.2,30.6,18.8,82.4,5.1,4.2,248.5,32.9,0.42,-0.74,-0.61,-1.05,Moderate
14/05/2020,North-Western,Kasempa,5.9,32.1,27,51.8,3.2,3,230.1,10.4,0.54,0.4,0.37,0.48,No drought
15/05/2020,Muchinga,Isoka,13.4,28.8,23.1,60.4,5.4,2.1,223.9,39.1,0.55,0.76,0.75,0.96,No drought
16/05/2020,Western,Senanga,1.1,26.8,18.1,65.8,5.9,1.1,198.6,23.6,0.52,1.81,2.3,2.13,No drought
17/05/2020,North-Western,Mwinilunga,3.4,25.7,16.1,67.5,5.4,1.6,260.8,32.7,0.4,2.28,2.4,3.08,No drought
18/05/2020,Western,Senanga,3.1,33.8,26.4,41.8,5.4,4,203.4,35.5,0.46,-0.46,0.02,0.31,No drought
19/05/2020,Copperbelt,Kafironda,1,27.8,18.8,86.4,3.3,3.3,180.9,10.7,0.54,-0.66,-0.37,-0.34,Moderate
20/05/2020,Southern,Magoye,3.6,36.4,24.5,63.3,6.4,1.8,224.7,12.9,0.46,1.39,1.33,-0.01,No drought
21/05/2020,Southern,Siavonga,1.2,26.3,18.3,48.6,4.4,4.9,258.3,27,0.44,-2.6,-2.8,-2.91,Severe
22/05/2020,Eastern,Lundazi,4.4,29.2,20.7,64.5,3.1,4.4,182.8,33.1,0.46,-1.73,-1.42,-2.61,Severe
23/05/2020,North-Western,Solwezi,0.3,31.4,22,74.6,4,3.8,256.5,36.1,0.33,-0.46,-0.14,-0.03,No drought
24/05/2020,Southern,Magoye,2.8,26.5,16.6,49.8,5.9,5,238.7,13.6,0.41,-0.9,-0.86,-1.11,Moderate
25/05/2020,North-Western,Zambezi,20.4,31.8,26.1,51.4,6.8,3.5,195,36.3,0.36,-1.56,-1.64,-1,Severe
26/05/2020,Copperbelt,Kitwe,10.3,27.8,17.8,52.9,6.9,4.2,203.2,29.5,0.51,-0.58,-0.48,-0.55,Moderate
27/05/2020,Copperbelt,Kafironda,39.7,32.1,23.1,69.7,5.5,3.7,186.6,18.8,0.31,-0.72,-0.29,-0.14,Moderate
28/05/2020,Eastern,Lundazi,9.6,29.2,22.3,89.1,5.6,2.4,190.3,29.9,0.6,-1.25,-1.02,-1.19,Moderate
29/05/2020,Luapula,Mansa,2.8,30.3,24.9,49.3,6.8,4.7,227.3,25.5,0.58,3.19,3.18,4.04,No drought
30/05/2020,Muchinga,Chinsali,19.6,32.2,23,65.2,6.4,1.6,231.1,25.6,0.5,-0.35,-0.22,0.2,No drought
31/05/2020,Western,Mongu,18.1,27,21.9,57.8,6.1,4.3,249.5,12.4,0.4,-1.02,-1.25,-1.31,Moderate
01/06/2020,Northern,Kasama,4.3,31.9,23.9,52.7,3.1,2.5,191.4,32.5,0.5,1.05,0.82,1.14,No drought
02/06/2020,North-Western,Mwinilunga,0.9,27.8,16.4,46.6,6.4,1.9,211,12,0.31,2.03,2.34,2.23,No drought
03/06/2020,Lusaka,Lusaka,4.1,32.9,25.9,78.6,4.1,4.6,279.5,31.7,0.57,0.35,0.4,0,No drought
04/06/2020,Copperbelt,Ndola,17.6,30.7,20.4,61.4,5.7,2.3,219.1,29.5,0.58,0.04,0.01,-0.31,No drought
05/06/2020,Northern,Kasama,13.5,32.2,26.5,61.3,4.3,1.6,185.4,11.8,0.32,0.85,0.91,0.25,No drought
06/06/2020,Southern,Magoye,0.5,33.8,25.6,45.2,3.1,1.7,250.5,30.4,0.37,-0.93,-0.95,-1.31,Moderate
07/06/2020,Central,Mkushi,7.9,35.2,28.6,43.3,3.6,2.1,215,28.2,0.41,-1.58,-1.61,-1.55,Severe
08/06/2020,Lusaka,Lusaka,3.5,26.2,20.1,55.3,4.4,2.2,200.4,11.4,0.35,2.09,2.26,2.69,No drought
09/06/2020,Luapula,Kawambwa,7.2,35.5,25.3,89.4,3.3,3.9,276.1,15.6,0.53,0.39,0.45,0.69,No drought
10/06/2020,North-Western,Kabompo,1.1,32.5,24.5,63.7,3.9,2.3,278,10.9,0.53,-1.85,-1.95,-2.27,Severe
11/06/2020,Western,Mongu,6.3,29.7,20.9,89.8,4.5,4.9,234.8,35.3,0.54,-2.15,-2.24,-2.32,Severe
12/06/2020,North-Western,Kabompo,35.8,25.4,14.6,50.3,5.4,1.4,191.2,16.2,0.57,3.01,3.37,3.76,No drought
13/06/2020,Central,Kabwe,7.3,24.7,16.8,69,6.1,2.1,204.3,18.3,0.46,-0.46,0.01,0.08,No drought
14/06/2020,North-Western,Kasempa,3.5,31,20.2,65.5,3.2,2.7,189.1,37.8,0.44,2.21,2.59,1.74,No drought
15/06/2020,Southern,Siavonga,0.9,29.2,20.5,73.5,3.6,2.5,197.1,28.6,0.42,0.67,0.92,1.11,No drought
16/06/2020,North-Western,Kasempa,1.6,33.3,24,54,3.3,2.5,208.8,39.1,0.48,2.29,2.18,2.47,No drought
17/06/2020,Western,Sesheke,40.8,30.6,20,74.9,5.3,4.9,193,20.5,0.45,-0.15,-0.2,-0.6,No drought
18/06/2020,Muchinga,Chinsali,20.9,30.5,22.6,86,6.1,2.5,266.5,16.6,0.43,-0.16,-0.12,0.84,No drought
19/06/2020,Luapula,Mansa,1.1,25.5,14.4,84.5,4.3,1,197.8,21.3,0.35,-0.76,-0.9,-1.34,Moderate
20/06/2020,Luapula,Mansa,11.8,27.3,15.9,71,3.9,2.5,260.3,20.9,0.49,1.17,1.22,0.7,No drought
21/06/2020,North-Western,Mwinilunga,5.4,26.2,17.8,63.3,6.6,1.9,211.7,13.7,0.53,-1.62,-1.62,-1.71,Severe
22/06/2020,Western,Sesheke,1.8,31.7,24.8,70.5,5.4,1.6,258.8,20.9,0.37,-2.59,-2.29,-3.41,Severe
23/06/2020,Central,Serenje,0.6,30.8,24.8,41.6,3.5,4.9,220.5,35.4,0.35,-0.48,-0.68,-0.71,Moderate
24/06/2020,Southern,Livingstone,6.8,31.2,19.9,70.8,5.5,3.3,183.1,23.2,0.5,0.04,0.69,-0.69,No drought
25/06/2020,Lusaka,Chongwe,0.3,28.5,17.5,87.7,5.7,2.5,209.5,35.9,0.39,-0.9,-1.09,-1.07,Moderate
26/06/2020,Muchinga,Isoka,1.3,32.6,27,48.2,6.1,3,271.4,34.8,0.42,-0.58,-0.47,-0.22,Moderate
27/06/2020,Western,Senanga,9.6,28.9,19.7,42.3,6.9,3.6,244.9,26.4,0.46,-0.67,-0.48,-0.98,Moderate
28/06/2020,Southern,Siavonga,0.2,31.3,24.2,82.3,3.1,3,180.7,16.6,0.59,-1.74,-1.78,-1.13,Severe
29/06/2020,Western,Sesheke,3.7,32,20.4,69.2,5.1,1.4,249.8,39.7,0.6,1.26,1.12,1.58,No drought
30/06/2020,Copperbelt,Kitwe,10,28,16.9,43.1,4.3,4.7,219,32.8,0.31,0.92,0.84,1.18,No drought
01/07/2020,Muchinga,Mpika,1.4,30.8,20.7,72.9,6.3,3.1,195.6,17.8,0.48,-4.85,-5.13,-4.56,Severe
02/07/2020,Luapula,Samfya,13.4,32.2,22,66.3,4.1,2.3,272.2,21.1,0.51,-0.19,-0.24,-0.78,No drought
03/07/2020,Copperbelt,Kitwe,26.4,27.3,18.6,50.4,4.3,3.3,203.2,26,0.55,1.08,1.21,1.94,No drought
04/07/2020,Western,Mongu,0.2,33.1,24.1,75.5,5.4,1.3,244.4,15.2,0.36,-1.31,-1.56,-1.51,Severe
05/07/2020,Muchinga,Chinsali,4.1,30.4,18.5,78.1,4.8,1.8,209.6,24.3,0.6,-0.15,-0.35,-0.1,No drought
06/07/2020,Western,Senanga,1.9,26.7,20.7,75.3,3.6,3.4,192.4,33.8,0.45,-0.51,-0.46,-0.46,Moderate
07/07/2020,Southern,Siavonga,1.3,24,18.7,63.8,5.1,4.2,227.7,25.6,0.57,-0.83,-1.04,-0.6,Moderate
08/07/2020,Western,Senanga,0.5,26.5,17.8,80.2,3.1,1.2,232.9,37.1,0.36,-2.58,-2.44,-2.1,Severe
09/07/2020,Western,Mongu,16.2,31.2,22.4,81.6,5.5,3.4,236.3,11.3,0.32,0.38,0.6,-0.1,No drought
10/07/2020,Luapula,Kawambwa,20.9,27.6,20.1,80.4,6.8,3.6,209.9,38.8,0.31,0.09,0.07,0.37,No drought
11/07/2020,Central,Kabwe,22.1,31.5,21.8,49.1,6.1,2.3,277.2,39.2,0.49,2.11,1.86,2.81,No drought
12/07/2020,Western,Senanga,9.8,34.6,26.6,83.6,6.5,4.4,220.3,34.6,0.45,-0.84,-0.51,-0.72,Moderate
13/07/2020,North-Western,Kasempa,10.2,32,25.5,41.9,5.4,2.4,267.7,29.4,0.39,-1.22,-1.14,-0.92,Moderate
14/07/2020,Northern,Kasama,3.1,33.1,27.7,57.4,6.8,1.1,224.5,32.7,0.4,0.19,0.04,0.69,No drought
15/07/2020,North-Western,Zambezi,4,32.9,25,61.2,3.9,3,207.5,18.6,0.5,-0.41,-0.5,-0.14,No drought
16/07/2020,North-Western,Zambezi,2.6,28,21.6,63.6,5.5,4,258,34.1,0.44,-0.1,-0.1,0.33,No drought
17/07/2020,Muchinga,Mpika,3.6,32.1,25.1,50,3.5,2,248,17,0.41,-0.6,-0.72,-0.21,Moderate
18/07/2020,Southern,Choma,17.6,29.1,21.3,89.7,4.9,4.7,213.5,15.2,0.3,0.97,0.99,1.38,No drought
19/07/2020,Luapula,Mansa,3.7,24.9,17.3,87.7,3.2,3.1,182.7,39.8,0.42,1.55,1.57,1.98,No drought
20/07/2020,Northern,Misamfu,0.7,28.4,17.5,42.6,3,1,243.6,26.6,0.39,-0.43,-0.78,-1.4,Moderate
21/07/2020,Southern,Livingstone,19.5,31.7,23.7,75,3.1,2.1,252.3,24.9,0.32,1.6,1.69,2.37,No drought
22/07/2020,Southern,Magoye,1.5,30.7,23.7,65.5,4.7,4.6,214.8,15.8,0.4,-1.84,-1.77,-2.26,Severe
23/07/2020,Lusaka,Chongwe,14.3,29.3,20.7,80.1,6.6,2.6,206.6,28.5,0.53,0.74,0.71,-0.14,No drought
24/07/2020,Northern,Mbala,4.3,28.8,18.7,66.7,6.8,1.5,183.9,25.2,0.58,-0.69,-0.69,-1.01,Moderate
25/07/2020,Central,Kabwe,2.4,30.5,22.5,83.8,6.8,1.1,222.7,27.7,0.34,-0.49,-0.36,-1,No drought
26/07/2020,Western,Senanga,1.5,33.3,26.1,58.8,3.2,4.8,272.6,31.9,0.46,1.54,1.61,1.02,No drought
27/07/2020,Lusaka,Lusaka,12.6,29.8,19.7,86.5,3.1,4.3,262.1,26.4,0.42,0.09,0.15,0.22,No drought
28/07/2020,Lusaka,Chongwe,7.2,32.5,24.4,87.7,3.4,4.2,257.5,31.4,0.39,-1.05,-1.23,-0.6,Moderate
29/07/2020,Western,Sesheke,1.7,28.5,19.2,65.4,4,4.7,244,28.3,0.5,-1.14,-1.38,-1.66,Moderate
30/07/2020,Copperbelt,Kitwe,10.2,30.8,21.4,63,6.6,4.1,197.5,29.5,0.43,2.49,2.46,2.64,No drought
31/07/2020,Central,Mkushi,0.3,28.9,23.5,80.1,6.1,4.1,261.9,39.7,0.58,-1.21,-1.14,-0.66,Moderate
01/08/2020,North-Western,Kabompo,4.2,27.1,21.8,54.2,6.9,1.3,240.7,32.2,0.34,1.2,1.38,2.53,No drought
02/08/2020,Northern,Kasama,2.2,28.1,21.1,53.2,4.6,3.5,206.3,36.4,0.52,0.48,0.47,0.13,No drought
03/08/2020,Southern,Livingstone,1.7,31,19.5,70.6,3.9,2.5,273.4,38.1,0.35,-1.02,-1.13,-0.97,Moderate
04/08/2020,Muchinga,Isoka,5.4,31.8,25.1,42.2,5.9,3.2,217.7,32.1,0.45,2.81,2.42,1.72,No drought
05/08/2020,Southern,Magoye,11.8,30.2,20.9,57.7,5.6,4.4,260,30.2,0.55,-0.19,-0.49,0.47,No drought
06/08/2020,Southern,Magoye,2.3,30.5,22.5,65.2,5.9,3.9,275.6,35.5,0.3,2.8,3.07,3.22,No drought
07/08/2020,Western,Senanga,15.3,22.8,17.4,77.7,3,3.5,252.1,38.8,0.5,0.64,0.36,-0.18,No drought
08/08/2020,North-Western,Kabompo,20.4,27.6,16.3,59.2,6,3.6,193,33.4,0.42,0.6,0.75,0.95,No drought
09/08/2020,Southern,Livingstone,12,34.2,26,68.1,4.1,3.3,269,17.4,0.39,-1.99,-2.34,-2.19,Severe
10/08/2020,Central,Mkushi,5.2,29.9,21.2,46.3,4.3,2.6,183.3,38.8,0.31,1.81,2.01,1.9,No drought
11/08/2020,Central,Mkushi,3.2,30,20.7,74.9,3.7,2.1,207.4,22.1,0.59,0.41,0.37,0.24,No drought
12/08/2020,Western,Sesheke,19.4,25.9,17.8,86.3,6.6,3.8,212.5,32.8,0.5,-0.55,-0.47,-0.7,Moderate
13/08/2020,Copperbelt,Kafironda,1.2,27.2,16.5,43.8,6.7,3.3,228.9,36.1,0.4,-2.44,-2.15,-2.59,Severe
14/08/2020,Luapula,Mansa,0.7,37.9,30.9,87.7,5.3,2.3,206.9,10.4,0.55,-1.27,-1.43,-0.18,Moderate
15/08/2020,Western,Kaoma,4.3,31,24.6,57.7,3.5,2.7,258.2,39.1,0.6,2.79,2.84,2.52,No drought
16/08/2020,Southern,Livingstone,19.1,26,15.8,61.7,5.8,3.8,218.3,36.8,0.6,0.11,0.09,-0.09,No drought
17/08/2020,Eastern,Chipata,18,30.2,22.6,69.5,5.2,3.4,188,20.5,0.58,1.4,1.35,1.2,No drought
18/08/2020,Muchinga,Chinsali,5,32,26.8,62.3,4,2.2,252.2,16.4,0.37,-0.43,-0.77,0.18,Moderate
19/08/2020,Western,Mongu,1.6,31.7,24.1,65,3.9,4.9,249.6,15.2,0.54,-2.36,-2.08,-2.4,Severe
20/08/2020,Eastern,Msekera,23.6,32.1,26.4,53.5,4.5,3.1,186.1,18.1,0.59,1.5,1.59,1.95,No drought
21/08/2020,Northern,Mbala,11.8,32,24.1,81.9,6.1,4.3,274.1,18.6,0.43,-2.08,-2.07,-2.02,Severe
22/08/2020,Western,Mongu,0.2,31.3,26,49.6,6.7,2.3,227,39.1,0.34,-2.15,-2.15,-3.14,Severe
23/08/2020,Central,Kabwe,18.2,27.1,16.5,77.6,5.5,4.7,210.6,20.2,0.38,-0.06,-0.23,0.33,No drought
24/08/2020,Eastern,Lundazi,5.6,27.8,19.3,78,3.7,3.7,182,36.4,0.51,-1.06,-1.11,-1.27,Moderate
25/08/2020,Luapula,Samfya,16.7,28.6,20,59.3,3,4,248.7,20.1,0.41,0.66,0.79,0.57,No drought
26/08/2020,North-Western,Solwezi,2.1,31.9,20.2,77.6,3.9,4.1,230.4,13.4,0.52,-0.59,-0.57,-0.52,Moderate
27/08/2020,Lusaka,Lusaka,1.8,30.4,21.9,76,5.4,1.6,231.3,30.9,0.47,0.75,0.53,0.65,No drought
28/08/2020,North-Western,Solwezi,9.2,27.3,15.9,46.6,6.4,2,201.6,28.6,0.35,-0.63,-0.98,-1.23,Moderate
29/08/2020,Central,Kabwe,12.8,34.4,23.1,48.2,4.2,3.7,186.4,37.5,0.38,-2.01,-2.17,-1.57,Severe
30/08/2020,Northern,Kasama,2.6,32.4,24.9,63.7,3.2,5,189.2,21.4,0.53,-1,-1.11,-1,Moderate
31/08/2020,Northern,Kasama,18.6,30.8,23.3,74.5,6.7,1.2,215.7,29.2,0.59,2.37,2.43,2.41,No drought
01/09/2020,Lusaka,Mount Makulu,7.1,25.4,17.2,49.4,3.2,3.7,225.8,18.9,0.35,-3.4,-3.16,-3.84,Severe
02/09/2020,Southern,Livingstone,3.8,27.1,17,45.4,4.3,4.3,238.1,25.6,0.45,-1.1,-1.07,-1.03,Moderate
03/09/2020,Lusaka,Lusaka,18.4,33.3,22.9,87.4,4.6,4.7,205.6,17.1,0.53,-0.06,0.07,-0.3,No drought
04/09/2020,Southern,Magoye,10.1,28,18.5,87,6.8,1.1,267.4,27.6,0.53,0.16,0.24,0.09,No drought
05/09/2020,Northern,Mbala,27,25.8,17.3,75.2,6.3,2.1,238.4,24,0.34,-3.32,-3.07,-3.2,Severe
06/09/2020,Central,Mkushi,5.1,27.6,19.3,84.9,4.7,4.7,277.9,32.8,0.34,-0.42,-0.24,0.9,No drought
07/09/2020,North-Western,Solwezi,29.1,25.7,17.6,75.7,5.9,2.8,267.2,10.7,0.42,-0.4,-0.51,0.07,Moderate
08/09/2020,Muchinga,Mpika,13.7,29.6,19,61.1,6.5,4.2,191.1,19.8,0.37,-0.07,-0.24,-0.63,No drought
09/09/2020,North-Western,Kabompo,1.1,31.4,21.8,55.2,3.1,3.7,259.3,31.5,0.54,0.21,0.21,1.21,No drought
10/09/2020,Northern,Kasama,5.2,25.5,15.4,69.8,4.3,4.2,182.3,11.4,0.36,-0.89,-0.85,-0.66,Moderate
11/09/2020,Western,Kaoma,7.5,28.6,22.5,62.2,4.6,2.9,201.1,24.8,0.58,1.61,1.36,0.94,No drought
12/09/2020,North-Western,Mwinilunga,1.5,30.4,21.5,82,5.4,1.2,260.8,38,0.42,1.35,1.58,1.47,No drought
13/09/2020,Luapula,Kawambwa,1.4,30.5,20.6,44.8,5.3,2,223.2,25,0.43,0.3,0.36,-0.5,No drought
14/09/2020,Central,Serenje,19.9,33.1,26.2,41.2,5.9,3.6,185.1,14.9,0.39,2.64,2.52,1.93,No drought
15/09/2020,Central,Mkushi,12.5,34.7,25.6,46.6,4.7,3.4,191.2,37.3,0.51,1.14,1.4,0.82,No drought
16/09/2020,Muchinga,Chinsali,12.6,27.7,19.5,78.7,4.8,2.6,227.7,11.3,0.54,-0.48,-0.72,-0.4,Moderate
17/09/2020,Luapula,Mansa,8.7,30.4,23.9,76.6,5.3,3.5,269.4,33.4,0.33,-2.51,-2.4,-2.73,Severe
18/09/2020,Lusaka,Lusaka,1.9,32.4,21.1,78.1,6.3,2.8,233.7,19.7,0.33,-1.44,-1.57,-1.2,Severe
19/09/2020,Western,Kaoma,19.6,26.3,20.7,81.5,6.7,1.9,263,37.9,0.56,-2.07,-1.88,-1.21,Severe
20/09/2020,Western,Kaoma,1.2,26.4,20.7,54,6.6,1.5,198.1,30.8,0.5,-0.43,-0.3,-0.76,No drought
21/09/2020,North-Western,Kabompo,1.4,32.5,27.5,47.3,3.5,4.1,268.5,19.2,0.45,0.14,0.09,-0.22,No drought
22/09/2020,Northern,Mbala,9.2,32.3,25.5,78.9,4.8,4.2,275.2,26.6,0.47,-0.67,-0.59,-0.98,Moderate
23/09/2020,North-Western,Solwezi,1,29.4,17.6,62.9,6,1,265.5,29,0.39,0.22,0.47,1.32,No drought
24/09/2020,Western,Kaoma,20,30.5,24.2,78.6,6.7,3.1,249.2,26.6,0.47,0.54,0.22,0.17,No drought
25/09/2020,Luapula,Kawambwa,13.4,27.2,15.4,47,6.8,1.9,244.3,19.5,0.56,-1.83,-1.59,-1.56,Severe
26/09/2020,Southern,Livingstone,8.2,33.5,22.9,56.8,6.8,1.9,274.7,18.3,0.47,-3.51,-3.79,-3.07,Severe
27/09/2020,Northern,Mbala,13.3,30.7,21.1,43.7,5.9,4.6,209.4,10.3,0.39,-0.51,-0.76,-0.66,Moderate
28/09/2020,Eastern,Lundazi,3.7,30.9,19.5,67.2,4.6,1.9,194.7,25.5,0.39,-1.78,-1.79,-2.35,Severe
29/09/2020,Northern,Misamfu,2.7,30.7,19.1,76.6,3.3,3.4,216.5,27.9,0.39,-0.31,-0.55,-1.04,Moderate
30/09/2020,North-Western,Mwinilunga,1.8,24.6,14.9,49.4,3.7,4.8,267,13.2,0.59,-0.58,-1.06,-0.68,Moderate
01/10/2020,Eastern,Msekera,9.8,30.8,23.9,45.2,5.9,2.2,276,18.4,0.59,-1.26,-1.73,-0.93,Severe
02/10/2020,Western,Kaoma,8.6,31.5,21.9,84.6,4,4.1,201.3,11.8,0.38,2.35,2.21,1.42,No drought
03/10/2020,Copperbelt,Kafironda,0.9,32.2,22.7,44.4,4.4,5,182.4,38.5,0.31,0.04,0.21,0.16,No drought
04/10/2020,Lusaka,Mount Makulu,3.5,32.6,27.2,45.7,4.8,4.2,278.9,37.5,0.33,0.34,0.41,-0.05,No drought
05/10/2020,North-Western,Kabompo,13.9,24.5,15.9,77.3,3.4,2.5,180,28.3,0.33,-1.71,-1.75,-1.83,Severe
06/10/2020,Muchinga,Mpika,1.5,29.5,19.5,88.1,4,1.7,226.7,19,0.36,0.42,0.77,-0.07,No drought
07/10/2020,Muchinga,Mpika,7.1,26.3,14.5,89,5.1,1.9,214.2,16.8,0.56,-4.58,-4.32,-4.17,Severe
08/10/2020,Lusaka,Lusaka,4.4,30.1,18.8,58.4,5.9,2.8,255.2,37.1,0.52,-1.59,-1.44,-1.47,Severe
09/10/2020,Eastern,Msekera,1.7,33.1,27.4,51.2,5.8,2.7,252,25.3,0.47,-1.02,-0.76,-0.32,Moderate
10/10/2020,North-Western,Mwinilunga,11.4,30.2,22.1,75.2,5,2.2,239.8,25.4,0.59,0.69,0.64,0.25,No drought
11/10/2020,Central,Serenje,4.8,31,22.8,41.6,3,1.4,186.1,25,0.54,-0.45,-0.01,-0.16,No drought
12/10/2020,Southern,Livingstone,5.3,31.2,21.9,71.2,3.5,2.3,277.4,37.6,0.59,0.98,0.98,1.05,No drought
13/10/2020,Lusaka,Lusaka,10,28.5,20.6,89.8,3.4,3.1,233.6,30.6,0.45,-0.8,-0.75,-1.43,Moderate
14/10/2020,North-Western,Mwinilunga,31.5,31.9,22.9,75.6,6.6,4.4,224.8,29.9,0.31,-2.22,-2.01,-1.75,Severe
15/10/2020,Southern,Livingstone,5.5,34.5,24.2,76.3,4.5,3.3,198,15.8,0.36,-2.89,-3,-2.62,Severe
16/10/2020,Western,Senanga,4,30.2,18.4,51,6,2.5,258.2,18,0.51,0.26,0.33,0.11,No drought
17/10/2020,North-Western,Mwinilunga,2.2,32.5,27.3,40.1,6.6,4,234.8,33.1,0.41,0.25,0.23,-0.16,No drought
18/10/2020,Northern,Misamfu,28.4,30,21.5,83.4,6.9,2.3,273.5,21.2,0.59,-0.79,-0.62,-0.99,Moderate
19/10/2021,North-Western,Solwezi,8,30.3,24.6,40.4,6.2,1.2,279.9,34.6,0.4,-1.39,-1.51,-0.6,Severe
20/10/2021,North-Western,Solwezi,4.4,28.6,17.1,46.4,6.8,1.4,253.1,24.2,0.32,-1.15,-1.09,-1.33,Moderate
21/10/2021,North-Western,Kabompo,34.4,28.7,19.3,54.2,5.5,4.5,203.3,20.7,0.39,-1.37,-1.49,-0.98,Moderate
22/10/2021,Northern,Misamfu,3.6,31.6,21.2,61,6.7,4.8,222.3,34.8,0.57,2.91,2.81,2.38,No drought
23/10/2021,Copperbelt,Kafironda,1.1,27.8,16.4,40.7,5.1,2.1,271.3,35.8,0.57,0.13,0.01,1.03,No drought
24/10/2021,Western,Kaoma,4.8,33.5,27.7,69.9,4.5,4.9,271.7,21.1,0.47,-1.24,-1.34,-1.14,Moderate
25/10/2021,Central,Kabwe,4.2,28.9,20.6,83.9,5.9,2.8,194.2,36.1,0.35,1.52,1.76,1.27,No drought
26/10/2021,Muchinga,Mpika,28.2,24,18.3,58.4,5.9,2.6,206.4,25.3,0.44,-0.47,-0.23,-1.19,Moderate
27/10/2021,Northern,Kasama,11.2,31,25.5,74.5,3.4,4.3,233.5,21.1,0.37,1.71,2.1,0.79,No drought
28/10/2021,Lusaka,Chongwe,13.4,24.7,13.4,45.5,6.1,2,279,25.5,0.41,-0.2,-0.3,-0.56,No drought
29/10/2021,Copperbelt,Kitwe,26.6,29.6,20.8,72.5,6.7,1.5,265.8,15.8,0.59,-3.46,-3.02,-3.57,Severe
30/10/2021,Eastern,Msekera,3,30.6,24.8,48.6,7,3.8,241.8,35.9,0.51,0.41,0.36,0.82,No drought
31/10/2021,North-Western,Mwinilunga,1.4,27.1,17.3,48.9,6.7,1.1,234.4,23.1,0.46,-1.84,-2.35,-1.86,Severe
01/11/2021,Northern,Misamfu,15.9,23,15,77.7,3.1,3.9,264.3,33.9,0.57,0.01,-0.05,-0.14,No drought
02/11/2021,Central,Mkushi,27.3,29.6,19.4,63.9,6,1.7,192.9,26.9,0.52,-1,-0.81,-0.87,Moderate
03/11/2021,Copperbelt,Kafironda,3.6,28.8,22.4,40.4,3.4,2.1,186.7,29.7,0.33,-2.4,-2.05,-2.11,Severe
04/11/2021,Lusaka,Chongwe,1.2,28.8,16.9,84.6,5.4,1.7,201.6,22.2,0.38,1.43,1.62,2.57,No drought
05/11/2021,North-Western,Solwezi,7.4,30.8,20.7,81.2,6.1,2.8,230.2,25.6,0.53,-1.89,-2.15,-1.66,Severe
06/11/2021,Central,Serenje,4.4,31.2,22.6,44.7,4,3.9,234.5,30.4,0.39,0.39,0.57,0.27,No drought
07/11/2021,Luapula,Mansa,7.6,31.6,20.6,49,4.4,3.5,217.3,25.7,0.41,-0.57,-0.77,-0.44,Moderate
08/11/2021,Western,Sesheke,0.9,30.1,22.8,67.6,6,2.8,278.4,18.5,0.39,1.47,1.31,2.15,No drought
09/11/2021,North-Western,Zambezi,2.9,20.5,9.9,85.8,3.6,4.4,244.1,39.9,0.57,0.28,0.23,0.9,No drought
10/11/2021,Southern,Magoye,3.1,33.5,22.1,47.9,6.2,5,184.7,18.7,0.45,-1.48,-1.31,-1.19,Moderate
11/11/2021,Southern,Livingstone,1.2,35,28.8,64.9,3.6,3.5,259.6,31.5,0.47,1.52,1.59,1.27,No drought
12/11/2021,Northern,Mbala,15.5,31.5,23.9,53.1,6.4,4.5,211.7,35.8,0.34,2.15,2.23,1.86,No drought
13/11/2021,Southern,Livingstone,9.6,32.3,24.3,67,4.5,3.9,236.5,34.7,0.39,-1.22,-1.22,-1.61,Moderate
14/11/2021,Luapula,Mansa,1.3,29.7,23,51,5.3,4.5,188.1,38.9,0.5,-0.68,-0.71,-0.72,Moderate
15/11/2021,Lusaka,Chongwe,0.2,26.8,16.3,55.5,5.7,3,240.7,21.5,0.54,0.76,0.57,1.15,No drought
16/11/2021,Muchinga,Chinsali,2.2,25.4,16.5,71,6,3.5,275.8,19.9,0.44,0.73,0.86,0.48,No drought
